journey_id,trip_id,journey_start_datetime,journey_start_date,journey_start_time,journey_start_lon,journey_start_lat,journey_start_insee,journey_start_department,journey_start_town,journey_start_towngroup,journey_start_country,journey_end_datetime,journey_end_date,journey_end_time,journey_end_lon,journey_end_lat,journey_end_insee,journey_end_department,journey_end_town,journey_end_towngroup,journey_end_country,passenger_seats,operator_class,journey_distance,journey_duration,has_incentive
17575855,f513ded6-b21f-40b1-a8a5-8aee17dbfcea,2023-08-20T17:20:00+02:00,2023-08-20,17:20:00,1.069,49.443,76540,76,Rouen,MÃ©tropole Rouen Normandie,France,2023-08-20T18:20:00+02:00,2023-08-20,18:20:00,1.339,49.227,27058,27,Les Trois Lacs,CA Seine-Eure,France,1,C,49440,62,NON
17575664,90b8987a-d37e-4ca8-8639-66a953bee81b,2023-08-20T17:30:00+02:00,2023-08-20,17:30:00,0.785,49.644,76055,76,Baons-le-Comte,CC Yvetot Normandie,France,2023-08-20T17:50:00+02:00,2023-08-20,17:50:00,1.105,49.437,76540,76,Rouen,MÃ©tropole Rouen Normandie,France,1,C,34574,27,NON
17575672,90b8987a-d37e-4ca8-8639-66a953bee81b,2023-08-20T17:30:00+02:00,2023-08-20,17:30:00,0.786,49.644,76055,76,Baons-le-Comte,CC Yvetot Normandie,France,2023-08-20T17:50:00+02:00,2023-08-20,17:50:00,1.102,49.439,76540,76,Rouen,MÃ©tropole Rouen Normandie,France,1,C,34775,26,NON
17575771,a64f71e5-574d-4228-91a8-7f450dbe8fbe,2023-08-20T17:50:00+02:00,2023-08-20,17:50:00,1.061,49.45,76540,76,Rouen,MÃ©tropole Rouen Normandie,France,2023-08-20T18:10:00+02:00,2023-08-20,18:10:00,1.029,49.521,76366,76,Le Houlme,MÃ©tropole Rouen Normandie,France,1,C,13025,20,NON
17575830,05822662-252a-4d23-b684-71dde9062941,2023-08-20T18:00:00+02:00,2023-08-20,18:00:00,1.062,49.446,76540,76,Rouen,MÃ©tropole Rouen Normandie,France,2023-08-20T18:20:00+02:00,2023-08-20,18:20:00,0.956,49.53,76057,76,Barentin,CC Caux - Austreberthe,France,1,C,16765,17,NON
17576032,d9996dab-310d-4d1c-bdb1-7882bbaefa27,2023-08-20T18:00:00+02:00,2023-08-20,18:00:00,0.852,49.362,27091,27,Bosgouet,CC Roumois Seine,France,2023-08-20T18:50:00+02:00,2023-08-20,18:50:00,1.124,49.452,76540,76,Rouen,MÃ©tropole Rouen Normandie,France,1,B,31135,43,NON
17575975,d2769683-bce0-4a72-8648-e115d6470644,2023-08-20T18:10:00+02:00,2023-08-20,18:10:00,1.017,49.288,76231,76,Elbeuf,MÃ©tropole Rouen Normandie,France,2023-08-20T18:30:00+02:00,2023-08-20,18:30:00,1.077,49.43,76540,76,Rouen,MÃ©tropole Rouen Normandie,France,1,C,21098,26,NON
17575981,d2769683-bce0-4a72-8648-e115d6470644,2023-08-20T18:10:00+02:00,2023-08-20,18:10:00,1.017,49.288,76231,76,Elbeuf,MÃ©tropole Rouen Normandie,France,2023-08-20T18:30:00+02:00,2023-08-20,18:30:00,1.077,49.43,76540,76,Rouen,MÃ©tropole Rouen Normandie,France,1,C,21098,25,NON
17576124,4632d39e-cc51-4c78-b357-d7dfa77808ce,2023-08-20T18:10:00+02:00,2023-08-20,18:10:00,1.215,49.284,27701,27,Val-de-Reuil,CA Seine-Eure,France,2023-08-20T19:00:00+02:00,2023-08-20,19:00:00,1.083,49.426,76540,76,Rouen,MÃ©tropole Rouen Normandie,France,1,C,33901,43,NON
17575977,fa2666ca-2bd4-439e-b9da-03d2897d7161,2023-08-20T18:20:00+02:00,2023-08-20,18:20:00,1.092,49.447,76540,76,Rouen,MÃ©tropole Rouen Normandie,France,2023-08-20T18:40:00+02:00,2023-08-20,18:40:00,1.105,49.422,76681,76,Sotteville-lÃ¨s-Rouen,MÃ©tropole Rouen Normandie,France,1,C,4744,14,NON
17576085,381e3e96-6556-4bcb-b2f9-fbb6f87d7b4c,2023-08-20T18:20:00+02:00,2023-08-20,18:20:00,1.054,49.546,76245,76,Eslettes,CC Inter-Caux-Vexin,France,2023-08-20T18:40:00+02:00,2023-08-20,18:40:00,1.097,49.437,76540,76,Rouen,MÃ©tropole Rouen Normandie,France,1,C,20164,22,NON
17576118,81e274c9-5c51-4012-87ef-2771b4ce5de8,2023-08-20T18:20:00+02:00,2023-08-20,18:20:00,1.064,49.444,76540,76,Rouen,MÃ©tropole Rouen Normandie,France,2023-08-20T19:00:00+02:00,2023-08-20,19:00:00,1.039,49.278,76640,76,Saint-Pierre-lÃ¨s-Elbeuf,MÃ©tropole Rouen Normandie,France,1,C,29610,38,NON
17576133,fe095f4e-003c-4845-b670-e3874758dcf9,2023-08-20T18:20:00+02:00,2023-08-20,18:20:00,1.08,49.434,76540,76,Rouen,MÃ©tropole Rouen Normandie,France,2023-08-20T18:50:00+02:00,2023-08-20,18:50:00,1.269,49.567,76547,76,La Rue-Saint-Pierre,CC Inter-Caux-Vexin,France,1,C,26514,26,NON
17576138,c458d7ad-004f-4091-ad85-ddc784470ed9,2023-08-20T18:20:00+02:00,2023-08-20,18:20:00,0.871,49.563,76099,76,Blacqueville,CC Caux - Austreberthe,France,2023-08-20T18:50:00+02:00,2023-08-20,18:50:00,1.079,49.425,76540,76,Rouen,MÃ©tropole Rouen Normandie,France,1,C,25705,32,NON
17576169,fe095f4e-003c-4845-b670-e3874758dcf9,2023-08-20T18:20:00+02:00,2023-08-20,18:20:00,1.08,49.434,76540,76,Rouen,MÃ©tropole Rouen Normandie,France,2023-08-20T18:50:00+02:00,2023-08-20,18:50:00,1.269,49.567,76547,76,La Rue-Saint-Pierre,CC Inter-Caux-Vexin,France,1,C,26514,22,NON
17575991,aaa1f6a7-a33e-4575-a323-5473e55c9dad,2023-08-20T18:30:00+02:00,2023-08-20,18:30:00,1.082,49.446,76540,76,Rouen,MÃ©tropole Rouen Normandie,France,2023-08-20T18:40:00+02:00,2023-08-20,18:40:00,1.093,49.471,76451,76,Mont-Saint-Aignan,MÃ©tropole Rouen Normandie,France,1,C,3993,11,NON
17576011,aaa1f6a7-a33e-4575-a323-5473e55c9dad,2023-08-20T18:30:00+02:00,2023-08-20,18:30:00,1.082,49.446,76540,76,Rouen,MÃ©tropole Rouen Normandie,France,2023-08-20T18:40:00+02:00,2023-08-20,18:40:00,1.093,49.471,76451,76,Mont-Saint-Aignan,MÃ©tropole Rouen Normandie,France,1,C,3993,11,NON
17576091,7e69217c-b4c8-4c68-9ca0-8406b0c60891,2023-08-20T18:30:00+02:00,2023-08-20,18:30:00,1.087,49.44,76540,76,Rouen,MÃ©tropole Rouen Normandie,France,2023-08-20T18:50:00+02:00,2023-08-20,18:50:00,1.031,49.394,76497,76,Petit-Couronne,MÃ©tropole Rouen Normandie,France,1,C,8554,17,NON
17576081,0621b564-64ca-4425-84ef-8f9738c77077,2023-08-20T18:30:00+02:00,2023-08-20,18:30:00,1.095,49.427,76540,76,Rouen,MÃ©tropole Rouen Normandie,France,2023-08-20T18:50:00+02:00,2023-08-20,18:50:00,1.094,49.384,76575,76,Saint-Ãtienne-du-Rouvray,MÃ©tropole Rouen Normandie,France,1,C,5811,17,NON
17576235,ec099fef-1f08-4714-adca-d72c62160284,2023-08-20T18:30:00+02:00,2023-08-20,18:30:00,1.091,49.326,76705,76,Tourville-la-RiviÃ¨re,MÃ©tropole Rouen Normandie,France,2023-08-20T19:00:00+02:00,2023-08-20,19:00:00,1.099,49.448,76540,76,Rouen,MÃ©tropole Rouen Normandie,France,1,C,27294,24,NON
17577867,b054d855-1fee-4df4-b471-e8dd38856080,2023-08-20T18:30:00+02:00,2023-08-20,18:30:00,1.188,49.363,76514,76,QuÃ©vreville-la-Poterie,MÃ©tropole Rouen Normandie,France,2023-08-20T19:00:00+02:00,2023-08-20,19:00:00,1.099,49.444,76540,76,Rouen,MÃ©tropole Rouen Normandie,France,1,B,18457,35,NON
17576090,9aee77f9-d123-42e6-a47f-0d300f5cda18,2023-08-20T18:40:00+02:00,2023-08-20,18:40:00,1.063,49.446,76540,76,Rouen,MÃ©tropole Rouen Normandie,France,2023-08-20T18:50:00+02:00,2023-08-20,18:50:00,1.067,49.468,76451,76,Mont-Saint-Aignan,MÃ©tropole Rouen Normandie,France,1,C,5726,13,NON
17576101,773c8cc2-9876-49f0-bcda-0fe591b4db77,2023-08-20T18:40:00+02:00,2023-08-20,18:40:00,1.01,49.428,76157,76,Canteleu,MÃ©tropole Rouen Normandie,France,2023-08-20T18:50:00+02:00,2023-08-20,18:50:00,1.077,49.436,76540,76,Rouen,MÃ©tropole Rouen Normandie,France,1,C,7425,16,NON
17576304,d78810a5-bdd2-494c-9d4d-20d2e1ff55bd,2023-08-20T18:50:00+02:00,2023-08-20,18:50:00,0.87,49.584,76433,76,Mesnil-Panneville,CC Yvetot Normandie,France,2023-08-20T19:10:00+02:00,2023-08-20,19:10:00,1.065,49.451,76540,76,Rouen,MÃ©tropole Rouen Normandie,France,1,C,22305,15,NON
17576423,0df066c6-87d3-4261-b063-e11382d9859c,2023-08-20T18:50:00+02:00,2023-08-20,18:50:00,1.048,49.591,76675,76,Sierville,CC Inter-Caux-Vexin,France,2023-08-20T19:10:00+02:00,2023-08-20,19:10:00,1.1,49.439,76540,76,Rouen,MÃ©tropole Rouen Normandie,France,1,C,24645,22,NON
17576424,0df066c6-87d3-4261-b063-e11382d9859c,2023-08-20T18:50:00+02:00,2023-08-20,18:50:00,1.048,49.591,76675,76,Sierville,CC Inter-Caux-Vexin,France,2023-08-20T19:10:00+02:00,2023-08-20,19:10:00,1.1,49.439,76540,76,Rouen,MÃ©tropole Rouen Normandie,France,1,C,24645,22,NON
17576432,dea72225-db6d-479e-8248-562cffa36a47,2023-08-20T18:50:00+02:00,2023-08-20,18:50:00,1.093,49.44,76540,76,Rouen,MÃ©tropole Rouen Normandie,France,2023-08-20T19:10:00+02:00,2023-08-20,19:10:00,1.209,49.574,76583,76,Saint-Germain-sous-Cailly,CC Inter-Caux-Vexin,France,1,C,30121,23,NON
17576984,c3e795f4-a288-46bb-8e6f-7728c1eb8658,2023-08-20T18:50:00+02:00,2023-08-20,18:50:00,1.085,49.426,76540,76,Rouen,MÃ©tropole Rouen Normandie,France,2023-08-20T20:20:00+02:00,2023-08-20,20:20:00,2.081,49.421,60057,60,Beauvais,CA du Beauvaisis,France,1,C,82709,86,NON
17576419,11bc2e84-9a74-488a-9b35-07cff45fcf80,2023-08-20T19:00:00+02:00,2023-08-20,19:00:00,1.092,49.448,76540,76,Rouen,MÃ©tropole Rouen Normandie,France,2023-08-20T19:20:00+02:00,2023-08-20,19:20:00,1.107,49.37,76575,76,Saint-Ãtienne-du-Rouvray,MÃ©tropole Rouen Normandie,France,1,C,16995,19,NON
17576441,d7c6324f-e71c-4526-8204-f5d5703cf6da,2023-08-20T19:00:00+02:00,2023-08-20,19:00:00,1.093,49.44,76540,76,Rouen,MÃ©tropole Rouen Normandie,France,2023-08-20T19:30:00+02:00,2023-08-20,19:30:00,1.179,49.354,76753,76,Ymare,MÃ©tropole Rouen Normandie,France,1,C,16143,26,NON
17576442,d7c6324f-e71c-4526-8204-f5d5703cf6da,2023-08-20T19:00:00+02:00,2023-08-20,19:00:00,1.093,49.44,76540,76,Rouen,MÃ©tropole Rouen Normandie,France,2023-08-20T19:20:00+02:00,2023-08-20,19:20:00,1.179,49.354,76753,76,Ymare,MÃ©tropole Rouen Normandie,France,1,C,16143,25,NON
17576444,630c542f-4bcf-4c90-8527-8d3288642af9,2023-08-20T19:00:00+02:00,2023-08-20,19:00:00,1.09,49.443,76540,76,Rouen,MÃ©tropole Rouen Normandie,France,2023-08-20T19:30:00+02:00,2023-08-20,19:30:00,1.042,49.305,76561,76,Saint-Aubin-lÃ¨s-Elbeuf,MÃ©tropole Rouen Normandie,France,1,C,24098,32,NON
17576503,e98e2eb9-beb4-48ee-9116-04a1b6aa82dd,2023-08-20T19:00:00+02:00,2023-08-20,19:00:00,1.095,49.446,76540,76,Rouen,MÃ©tropole Rouen Normandie,France,2023-08-20T19:40:00+02:00,2023-08-20,19:40:00,0.947,49.293,27582,27,Saint-Ouen-du-Tilleul,CC Roumois Seine,France,1,C,25601,38,NON
17576506,c26d57bc-8c88-4d3c-9d8d-afb4012a1318,2023-08-20T19:00:00+02:00,2023-08-20,19:00:00,1.103,49.319,76682,76,Sotteville-sous-le-Val,MÃ©tropole Rouen Normandie,France,2023-08-20T19:30:00+02:00,2023-08-20,19:30:00,1.094,49.445,76540,76,Rouen,MÃ©tropole Rouen Normandie,France,1,C,25708,29,NON
17576505,d5d41e64-67ff-4f50-8137-9a1ddcfba6ef,2023-08-20T19:10:00+02:00,2023-08-20,19:10:00,0.96,49.339,76457,76,Moulineaux,MÃ©tropole Rouen Normandie,France,2023-08-20T19:40:00+02:00,2023-08-20,19:40:00,1.074,49.429,76540,76,Rouen,MÃ©tropole Rouen Normandie,France,1,C,21778,25,NON
17576567,b48a26f2-a74c-4b1b-bbd5-2297cb93f04e,2023-08-20T19:10:00+02:00,2023-08-20,19:10:00,1.078,49.601,76105,76,Le Bocasse,CC Inter-Caux-Vexin,France,2023-08-20T19:40:00+02:00,2023-08-20,19:40:00,1.103,49.44,76540,76,Rouen,MÃ©tropole Rouen Normandie,France,1,C,28065,29,NON
17576652,94ec4ae2-1e7d-45e8-bbea-e8b7a95c0746,2023-08-20T19:10:00+02:00,2023-08-20,19:10:00,1.437,49.307,27214,27,Ãcouis,CA Seine Normandie AgglomÃ©ration,France,2023-08-20T19:40:00+02:00,2023-08-20,19:40:00,1.102,49.439,76540,76,Rouen,MÃ©tropole Rouen Normandie,France,1,C,33489,39,NON
17589619,68d3173b-24aa-4f68-82bb-6bcacd5cdd9d,2023-08-20T19:10:00+02:00,2023-08-20,19:10:00,0.629,49.832,76493,76,Paluel,CC de la CÃ´te d'AlbÃ¢tre,France,2023-08-20T19:50:00+02:00,2023-08-20,19:50:00,1.108,49.437,76540,76,Rouen,MÃ©tropole Rouen Normandie,France,1,C,71874,49,NON
17576478,a501e8dc-96d0-4f77-97d5-e0ccd25e15cd,2023-08-20T19:20:00+02:00,2023-08-20,19:20:00,1.101,49.43,76540,76,Rouen,MÃ©tropole Rouen Normandie,France,2023-08-20T19:30:00+02:00,2023-08-20,19:30:00,1.067,49.431,76498,76,Le Petit-Quevilly,MÃ©tropole Rouen Normandie,France,1,C,4885,16,NON
17576527,96fdd09b-16b8-4512-9cb0-f5b541b6f034,2023-08-20T19:20:00+02:00,2023-08-20,19:20:00,1.094,49.384,76575,76,Saint-Ãtienne-du-Rouvray,MÃ©tropole Rouen Normandie,France,2023-08-20T19:40:00+02:00,2023-08-20,19:40:00,1.095,49.427,76540,76,Rouen,MÃ©tropole Rouen Normandie,France,1,C,6006,13,NON
17576532,8ecb3037-e5b9-4756-ac1b-c7afb4e272c2,2023-08-20T19:20:00+02:00,2023-08-20,19:20:00,1.127,49.427,76103,76,Bonsecours,MÃ©tropole Rouen Normandie,France,2023-08-20T19:40:00+02:00,2023-08-20,19:40:00,1.093,49.434,76540,76,Rouen,MÃ©tropole Rouen Normandie,France,1,C,4325,17,NON
17576559,d6688cfa-a653-41b7-a549-c2849e1fd60d,2023-08-20T19:20:00+02:00,2023-08-20,19:20:00,1.18,49.401,76475,76,Franqueville-Saint-Pierre,MÃ©tropole Rouen Normandie,France,2023-08-20T19:40:00+02:00,2023-08-20,19:40:00,1.092,49.434,76540,76,Rouen,MÃ©tropole Rouen Normandie,France,1,C,12222,19,NON
17576622,f65c8933-e91c-4ca4-8d68-b057daf2911b,2023-08-20T19:20:00+02:00,2023-08-20,19:20:00,1.069,49.452,76540,76,Rouen,MÃ©tropole Rouen Normandie,France,2023-08-20T19:50:00+02:00,2023-08-20,19:50:00,1.05,49.276,76640,76,Saint-Pierre-lÃ¨s-Elbeuf,MÃ©tropole Rouen Normandie,France,1,C,29389,35,NON
17589951,68d3173b-24aa-4f68-82bb-6bcacd5cdd9d,2023-08-20T19:20:00+02:00,2023-08-20,19:20:00,0.629,49.832,76493,76,Paluel,CC de la CÃ´te d'AlbÃ¢tre,France,2023-08-20T20:10:00+02:00,2023-08-20,20:10:00,1.108,49.437,76540,76,Rouen,MÃ©tropole Rouen Normandie,France,1,C,72008,49,NON
17576581,8ecb3037-e5b9-4756-ac1b-c7afb4e272c2,2023-08-20T19:30:00+02:00,2023-08-20,19:30:00,1.127,49.427,76103,76,Bonsecours,MÃ©tropole Rouen Normandie,France,2023-08-20T19:50:00+02:00,2023-08-20,19:50:00,1.094,49.434,76540,76,Rouen,MÃ©tropole Rouen Normandie,France,1,C,3843,12,NON
17576624,18357d80-5a4d-4d11-89da-04c6bc9cc82e,2023-08-20T19:40:00+02:00,2023-08-20,19:40:00,1.113,49.442,76540,76,Rouen,MÃ©tropole Rouen Normandie,France,2023-08-20T19:50:00+02:00,2023-08-20,19:50:00,1.152,49.406,76429,76,Le Mesnil-Esnard,MÃ©tropole Rouen Normandie,France,1,C,7773,16,NON
17576700,c99ea6e9-d794-4541-89b7-64f888805773,2023-08-20T19:40:00+02:00,2023-08-20,19:40:00,1.071,49.448,76540,76,Rouen,MÃ©tropole Rouen Normandie,France,2023-08-20T20:00:00+02:00,2023-08-20,20:00:00,1.102,49.332,76705,76,Tourville-la-RiviÃ¨re,MÃ©tropole Rouen Normandie,France,1,C,21259,24,NON
17576735,ccb9dc77-8d59-4c5a-a58b-e0da277b3f6e,2023-08-20T19:40:00+02:00,2023-08-20,19:40:00,0.854,49.603,76203,76,Croix-Mare,CC Yvetot Normandie,France,2023-08-20T20:10:00+02:00,2023-08-20,20:10:00,1.069,49.448,76540,76,Rouen,MÃ©tropole Rouen Normandie,France,1,C,25080,30,NON
17576772,5fc94507-f100-4ca7-8c87-1e71fd0854be,2023-08-20T19:40:00+02:00,2023-08-20,19:40:00,1.187,49.259,27701,27,Val-de-Reuil,CA Seine-Eure,France,2023-08-20T20:10:00+02:00,2023-08-20,20:10:00,1.082,49.443,76540,76,Rouen,MÃ©tropole Rouen Normandie,France,1,C,32284,24,NON
17576924,6aa127bb-e2e8-4876-85d6-2a38076a4d69,2023-08-20T20:00:00+02:00,2023-08-20,20:00:00,1.044,49.68,76700,76,TÃ´tes,CC Terroir de Caux,France,2023-08-20T20:30:00+02:00,2023-08-20,20:30:00,1.085,49.434,76540,76,Rouen,MÃ©tropole Rouen Normandie,France,1,C,34820,25,NON
17576929,c4368df4-4598-4a2b-8d87-455e6c9d1945,2023-08-20T20:00:00+02:00,2023-08-20,20:00:00,1.106,49.441,76540,76,Rouen,MÃ©tropole Rouen Normandie,France,2023-08-20T20:30:00+02:00,2023-08-20,20:30:00,1.155,49.296,27469,27,Pont-de-l'Arche,CA Seine-Eure,France,1,C,19302,28,NON
17576945,d1b4259b-9719-4339-a231-89e881f5e60d,2023-08-20T20:30:00+02:00,2023-08-20,20:30:00,1.051,49.416,76322,76,Le Grand-Quevilly,MÃ©tropole Rouen Normandie,France,2023-08-20T20:40:00+02:00,2023-08-20,20:40:00,1.092,49.434,76540,76,Rouen,MÃ©tropole Rouen Normandie,France,1,C,5249,13,NON
17577339,b953392a-31d3-4966-918a-b3b5c945cfbe,2023-08-20T20:30:00+02:00,2023-08-20,20:30:00,1.066,49.446,76540,76,Rouen,MÃ©tropole Rouen Normandie,France,2023-08-20T21:00:00+02:00,2023-08-20,21:00:00,1.134,49.407,76429,76,Le Mesnil-Esnard,MÃ©tropole Rouen Normandie,France,1,C,8222,27,NON
17577129,67202eac-8cba-43e5-a1e8-0561c58f4b2b,2023-08-20T20:40:00+02:00,2023-08-20,20:40:00,1.213,49.3,27701,27,Val-de-Reuil,CA Seine-Eure,France,2023-08-20T21:10:00+02:00,2023-08-20,21:10:00,1.076,49.417,76540,76,Rouen,MÃ©tropole Rouen Normandie,France,1,C,28587,31,NON
17577087,dd7e3503-f316-4301-a367-f91810c2f07e,2023-08-20T20:50:00+02:00,2023-08-20,20:50:00,1.074,49.419,76540,76,Rouen,MÃ©tropole Rouen Normandie,France,2023-08-20T21:10:00+02:00,2023-08-20,21:10:00,1.1,49.433,76540,76,Rouen,MÃ©tropole Rouen Normandie,France,1,C,3814,15,NON
17577353,c2793b9b-2394-4cd7-acba-0af5f60014bc,2023-08-20T20:50:00+02:00,2023-08-20,20:50:00,1.091,49.438,76540,76,Rouen,MÃ©tropole Rouen Normandie,France,2023-08-20T21:30:00+02:00,2023-08-20,21:30:00,1.01,49.286,76231,76,Elbeuf,MÃ©tropole Rouen Normandie,France,1,C,25617,40,NON
17577229,4be3ee84-b628-4265-8144-17e3eb796364,2023-08-20T21:00:00+02:00,2023-08-20,21:00:00,1.11,49.439,76540,76,Rouen,MÃ©tropole Rouen Normandie,France,2023-08-20T21:20:00+02:00,2023-08-20,21:20:00,1.205,49.381,76116,76,Boos,MÃ©tropole Rouen Normandie,France,1,C,13711,22,NON
17577268,7a62e659-b034-4278-b1c2-22d03e0c6ce2,2023-08-20T21:00:00+02:00,2023-08-20,21:00:00,1.212,49.577,76583,76,Saint-Germain-sous-Cailly,CC Inter-Caux-Vexin,France,2023-08-20T21:30:00+02:00,2023-08-20,21:30:00,1.112,49.447,76540,76,Rouen,MÃ©tropole Rouen Normandie,France,1,C,25137,27,NON
17577321,a1a92256-049c-42cb-a42e-dd55fd1c4e81,2023-08-20T21:10:00+02:00,2023-08-20,21:10:00,1.133,49.439,76540,76,Rouen,MÃ©tropole Rouen Normandie,France,2023-08-20T21:40:00+02:00,2023-08-20,21:40:00,1.178,49.235,27351,27,Incarville,CA Seine-Eure,France,1,C,31891,33,NON
17577325,e9be0967-dc74-4762-8124-381a6d9eb273,2023-08-20T21:10:00+02:00,2023-08-20,21:10:00,1.371,49.446,27672,27,VascÅuil,CC Lyons Andelle,France,2023-08-20T21:40:00+02:00,2023-08-20,21:40:00,1.114,49.443,76540,76,Rouen,MÃ©tropole Rouen Normandie,France,1,C,21449,24,NON
17577330,d655ce04-1be7-4eea-a95e-85c353ba604e,2023-08-20T21:10:00+02:00,2023-08-20,21:10:00,0.961,49.559,76057,76,Barentin,CC Caux - Austreberthe,France,2023-08-20T21:40:00+02:00,2023-08-20,21:40:00,1.126,49.438,76540,76,Rouen,MÃ©tropole Rouen Normandie,France,1,C,22719,24,NON
17577324,d65d029a-a4a2-4248-8b93-c450278eb819,2023-08-20T21:20:00+02:00,2023-08-20,21:20:00,1.074,49.545,76452,76,Montville,CC Inter-Caux-Vexin,France,2023-08-20T21:40:00+02:00,2023-08-20,21:40:00,1.096,49.437,76540,76,Rouen,MÃ©tropole Rouen Normandie,France,1,C,23972,20,NON
17577342,2cedca9f-ccdd-4982-bb2a-b3d626276795,2023-08-20T21:20:00+02:00,2023-08-20,21:20:00,1.071,49.434,76540,76,Rouen,MÃ©tropole Rouen Normandie,France,2023-08-20T21:40:00+02:00,2023-08-20,21:40:00,1.109,49.589,76179,76,ClÃ¨res,CC Inter-Caux-Vexin,France,1,C,27573,22,NON
17577398,c2c0589f-dd79-4905-b0a2-2deaeff3db7e,2023-08-20T21:30:00+02:00,2023-08-20,21:30:00,1.109,49.439,76540,76,Rouen,MÃ©tropole Rouen Normandie,France,2023-08-20T21:50:00+02:00,2023-08-20,21:50:00,0.935,49.558,76057,76,Barentin,CC Caux - Austreberthe,France,1,C,21772,23,NON
17577396,15f2a249-2197-48c8-999a-0ad4676fafab,2023-08-20T21:40:00+02:00,2023-08-20,21:40:00,1.267,49.584,76756,76,Yquebeuf,CC Inter-Caux-Vexin,France,2023-08-20T22:00:00+02:00,2023-08-20,22:00:00,1.112,49.437,76540,76,Rouen,MÃ©tropole Rouen Normandie,France,1,C,24320,20,NON
17577409,74edea02-d329-48b2-b992-f76978123ac1,2023-08-20T21:40:00+02:00,2023-08-20,21:40:00,1.293,49.46,76412,76,Martainville-Ãpreville,CC Inter-Caux-Vexin,France,2023-08-20T22:00:00+02:00,2023-08-20,22:00:00,1.126,49.438,76540,76,Rouen,MÃ©tropole Rouen Normandie,France,1,C,14194,19,NON
17577432,23a3593e-e24c-4630-8855-f799d7ec9694,2023-08-20T21:40:00+02:00,2023-08-20,21:40:00,1.036,49.306,76178,76,ClÃ©on,MÃ©tropole Rouen Normandie,France,2023-08-20T22:00:00+02:00,2023-08-20,22:00:00,1.093,49.452,76540,76,Rouen,MÃ©tropole Rouen Normandie,France,1,C,26511,29,NON
17577400,2ecf4fec-acd6-443a-95da-0b002b62cef7,2023-08-20T21:50:00+02:00,2023-08-20,21:50:00,0.993,49.486,76728,76,La VaupaliÃ¨re,CC Inter-Caux-Vexin,France,2023-08-20T22:00:00+02:00,2023-08-20,22:00:00,1.082,49.446,76540,76,Rouen,MÃ©tropole Rouen Normandie,France,1,C,10480,18,NON
17577403,2ecf4fec-acd6-443a-95da-0b002b62cef7,2023-08-20T21:50:00+02:00,2023-08-20,21:50:00,0.993,49.486,76728,76,La VaupaliÃ¨re,CC Inter-Caux-Vexin,France,2023-08-20T22:00:00+02:00,2023-08-20,22:00:00,1.082,49.446,76540,76,Rouen,MÃ©tropole Rouen Normandie,France,1,C,10480,18,NON
17577771,7b2b7dc5-c726-447b-a9ab-fd7e1f585454,2023-08-20T22:10:00+02:00,2023-08-20,22:10:00,1.064,49.449,76540,76,Rouen,MÃ©tropole Rouen Normandie,France,2023-08-20T22:40:00+02:00,2023-08-20,22:40:00,1.044,49.673,76700,76,TÃ´tes,CC Terroir de Caux,France,1,C,29802,28,NON
17577776,7b2b7dc5-c726-447b-a9ab-fd7e1f585454,2023-08-20T22:10:00+02:00,2023-08-20,22:10:00,1.064,49.449,76540,76,Rouen,MÃ©tropole Rouen Normandie,France,2023-08-20T22:40:00+02:00,2023-08-20,22:40:00,1.044,49.673,76700,76,TÃ´tes,CC Terroir de Caux,France,1,C,29802,28,NON
17577906,b6eee4fd-b729-4931-8211-47dd752501b4,2023-08-20T22:10:00+02:00,2023-08-20,22:10:00,2.384,48.885,75119,75,Paris,MÃ©tropole du Grand Paris,France,2023-08-21T00:20:00+02:00,2023-08-21,00:20:00,1.096,49.45,76540,76,Rouen,MÃ©tropole Rouen Normandie,France,1,C,140949,128,OUI
17577770,dc4a68ef-1803-4708-913a-a7b89154337e,2023-08-20T22:50:00+02:00,2023-08-20,22:50:00,0.916,49.631,76385,76,LimÃ©sy,CC Caux - Austreberthe,France,2023-08-20T23:30:00+02:00,2023-08-20,23:30:00,1.074,49.425,76540,76,Rouen,MÃ©tropole Rouen Normandie,France,1,C,29102,39,NON
17577701,be0d830d-5ef3-4db1-9dc9-46bf11bed508,2023-08-20T23:00:00+02:00,2023-08-20,23:00:00,0.962,49.524,76057,76,Barentin,CC Caux - Austreberthe,France,2023-08-20T23:10:00+02:00,2023-08-20,23:10:00,1.084,49.447,76540,76,Rouen,MÃ©tropole Rouen Normandie,France,1,C,14265,12,NON
17577766,fd10c9b7-14be-46c8-a65c-b82cf5a8e52c,2023-08-20T23:10:00+02:00,2023-08-20,23:10:00,1.083,49.424,76540,76,Rouen,MÃ©tropole Rouen Normandie,France,2023-08-20T23:30:00+02:00,2023-08-20,23:30:00,1.1,49.398,76681,76,Sotteville-lÃ¨s-Rouen,MÃ©tropole Rouen Normandie,France,1,C,3998,13,NON
17577940,580bd33f-a092-44f0-b14c-cac56b727ed3,2023-08-21T00:20:00+02:00,2023-08-21,00:20:00,1.099,49.326,76705,76,Tourville-la-RiviÃ¨re,MÃ©tropole Rouen Normandie,France,2023-08-21T00:40:00+02:00,2023-08-21,00:40:00,1.099,49.438,76540,76,Rouen,MÃ©tropole Rouen Normandie,France,1,C,20696,20,NON
